frase,codice
dividi 56 per 15,print(56 / 15)
56 diviso 15,print(56 / 15)
dividi 56 per 17,print(56 / 17)
56 diviso 17,print(56 / 17)
dividi 56 per 19,print(56 / 19)
56 diviso 19,print(56 / 19)
dividi 61 per 1,print(61 / 1)
61 diviso 1,print(61 / 1)
dividi 61 per 3,print(61 / 3)
61 diviso 3,print(61 / 3)
dividi 61 per 5,print(61 / 5)
61 diviso 5,print(61 / 5)
dividi 61 per 7,print(61 / 7)
61 diviso 7,print(61 / 7)
dividi 61 per 9,print(61 / 9)
61 diviso 9,print(61 / 9)
dividi 61 per 11,print(61 / 11)
61 diviso 11,print(61 / 11)
dividi 61 per 13,print(61 / 13)
61 diviso 13,print(61 / 13)
dividi 61 per 15,print(61 / 15)
61 diviso 15,print(61 / 15)
dividi 61 per 17,print(61 / 17)
61 diviso 17,print(61 / 17)
dividi 61 per 19,print(61 / 19)
61 diviso 19,print(61 / 19)
dividi 66 per 1,print(66 / 1)
66 diviso 1,print(66 / 1)
dividi 66 per 3,print(66 / 3)
66 diviso 3,print(66 / 3)
dividi 66 per 5,print(66 / 5)
66 diviso 5,print(66 / 5)
dividi 66 per 7,print(66 / 7)
66 diviso 7,print(66 / 7)
dividi 66 per 9,print(66 / 9)
66 diviso 9,print(66 / 9)
dividi 66 per 11,print(66 / 11)
66 diviso 11,print(66 / 11)
dividi 66 per 13,print(66 / 13)
66 diviso 13,print(66 / 13)
dividi 66 per 15,print(66 / 15)
66 diviso 15,print(66 / 15)
dividi 66 per 17,print(66 / 17)
66 diviso 17,print(66 / 17)
dividi 66 per 19,print(66 / 19)
66 diviso 19,print(66 / 19)
dividi 71 per 1,print(71 / 1)
71 diviso 1,print(71 / 1)
dividi 71 per 3,print(71 / 3)
71 diviso 3,print(71 / 3)
dividi 71 per 5,print(71 / 5)
71 diviso 5,print(71 / 5)
dividi 71 per 7,print(71 / 7)
71 diviso 7,print(71 / 7)
dividi 71 per 9,print(71 / 9)
71 diviso 9,print(71 / 9)
dividi 71 per 11,print(71 / 11)
71 diviso 11,print(71 / 11)
dividi 71 per 13,print(71 / 13)
71 diviso 13,print(71 / 13)
dividi 71 per 15,print(71 / 15)
71 diviso 15,print(71 / 15)
dividi 71 per 17,print(71 / 17)
71 diviso 17,print(71 / 17)
dividi 71 per 19,print(71 / 19)
71 diviso 19,print(71 / 19)
dividi 76 per 1,print(76 / 1)
76 diviso 1,print(76 / 1)
dividi 76 per 3,print(76 / 3)
76 diviso 3,print(76 / 3)
dividi 76 per 5,print(76 / 5)
76 diviso 5,print(76 / 5)
dividi 76 per 7,print(76 / 7)
76 diviso 7,print(76 / 7)
dividi 76 per 9,print(76 / 9)
76 diviso 9,print(76 / 9)
dividi 76 per 11,print(76 / 11)
76 diviso 11,print(76 / 11)
dividi 76 per 13,print(76 / 13)
76 diviso 13,print(76 / 13)
dividi 76 per 15,print(76 / 15)
76 diviso 15,print(76 / 15)
dividi 76 per 17,print(76 / 17)
76 diviso 17,print(76 / 17)
dividi 76 per 19,print(76 / 19)
76 diviso 19,print(76 / 19)
dividi 81 per 1,print(81 / 1)
81 diviso 1,print(81 / 1)
dividi 81 per 3,print(81 / 3)
81 diviso 3,print(81 / 3)
dividi 81 per 5,print(81 / 5)
81 diviso 5,print(81 / 5)
dividi 81 per 7,print(81 / 7)
81 diviso 7,print(81 / 7)
dividi 81 per 9,print(81 / 9)
81 diviso 9,print(81 / 9)
dividi 81 per 11,print(81 / 11)
81 diviso 11,print(81 / 11)
dividi 81 per 13,print(81 / 13)
81 diviso 13,print(81 / 13)
dividi 81 per 15,print(81 / 15)
81 diviso 15,print(81 / 15)
dividi 81 per 17,print(81 / 17)
81 diviso 17,print(81 / 17)
dividi 81 per 19,print(81 / 19)
81 diviso 19,print(81 / 19)
dividi 86 per 1,print(86 / 1)
86 diviso 1,print(86 / 1)
dividi 86 per 3,print(86 / 3)
86 diviso 3,print(86 / 3)
dividi 86 per 5,print(86 / 5)
86 diviso 5,print(86 / 5)
dividi 86 per 7,print(86 / 7)
86 diviso 7,print(86 / 7)
dividi 86 per 9,print(86 / 9)
86 diviso 9,print(86 / 9)
dividi 86 per 11,print(86 / 11)
86 diviso 11,print(86 / 11)
dividi 86 per 13,print(86 / 13)
86 diviso 13,print(86 / 13)
dividi 86 per 15,print(86 / 15)
86 diviso 15,print(86 / 15)
dividi 86 per 17,print(86 / 17)
86 diviso 17,print(86 / 17)
dividi 86 per 19,print(86 / 19)
86 diviso 19,print(86 / 19)
dividi 91 per 1,print(91 / 1)
91 diviso 1,print(91 / 1)
dividi 91 per 3,print(91 / 3)
91 diviso 3,print(91 / 3)
dividi 91 per 5,print(91 / 5)
91 diviso 5,print(91 / 5)
dividi 91 per 7,print(91 / 7)
91 diviso 7,print(91 / 7)
dividi 91 per 9,print(91 / 9)
91 diviso 9,print(91 / 9)
dividi 91 per 11,print(91 / 11)
91 diviso 11,print(91 / 11)
dividi 91 per 13,print(91 / 13)
91 diviso 13,print(91 / 13)
dividi 91 per 15,print(91 / 15)
91 diviso 15,print(91 / 15)
dividi 91 per 17,print(91 / 17)
91 diviso 17,print(91 / 17)
dividi 91 per 19,print(91 / 19)
91 diviso 19,print(91 / 19)
dividi 96 per 1,print(96 / 1)
96 diviso 1,print(96 / 1)
dividi 96 per 3,print(96 / 3)
96 diviso 3,print(96 / 3)
dividi 96 per 5,print(96 / 5)
96 diviso 5,print(96 / 5)
dividi 96 per 7,print(96 / 7)
96 diviso 7,print(96 / 7)
dividi 96 per 9,print(96 / 9)
96 diviso 9,print(96 / 9)
dividi 96 per 11,print(96 / 11)
96 diviso 11,print(96 / 11)
dividi 96 per 13,print(96 / 13)
96 diviso 13,print(96 / 13)
dividi 96 per 15,print(96 / 15)
96 diviso 15,print(96 / 15)
dividi 96 per 17,print(96 / 17)
96 diviso 17,print(96 / 17)
dividi 96 per 19,print(96 / 19)
96 diviso 19,print(96 / 19)
crea lista con 1,"lista = [1]
print(lista)"
crea array con 1 elementi,"lista = list(range(1))
print(lista)"
genera lista da 1 a 1,"lista = list(range(1, 2))
print(lista)"
crea lista con 1 2,"lista = [1, 2]
print(lista)"
crea array con 2 elementi,"lista = list(range(2))
print(lista)"
genera lista da 1 a 2,"lista = list(range(1, 3))
print(lista)"
crea lista con 1 2 3,"lista = [1, 2, 3]
print(lista)"
crea array con 3 elementi,"lista = list(range(3))
print(lista)"
genera lista da 1 a 3,"lista = list(range(1, 4))
print(lista)"
crea lista con 1 2 3 4,"lista = [1, 2, 3, 4]
print(lista)"
crea array con 4 elementi,"lista = list(range(4))
print(lista)"
genera lista da 1 a 4,"lista = list(range(1, 5))
print(lista)"
crea lista con 1 2 3 4 5,"lista = [1, 2, 3, 4, 5]
print(lista)"
crea array con 5 elementi,"lista = list(range(5))
print(lista)"
genera lista da 1 a 5,"lista = list(range(1, 6))
print(lista)"
crea lista con 1 2 3 4 5 6,"lista = [1, 2, 3, 4, 5, 6]
print(lista)"
crea array con 6 elementi,"lista = list(range(6))
print(lista)"
genera lista da 1 a 6,"lista = list(range(1, 7))
print(lista)"
crea lista con 1 2 3 4 5 6 7,"lista = [1, 2, 3, 4, 5, 6, 7]
print(lista)"
crea array con 7 elementi,"lista = list(range(7))
print(lista)"
genera lista da 1 a 7,"lista = list(range(1, 8))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8,"lista = [1, 2, 3, 4, 5, 6, 7, 8]
print(lista)"
crea array con 8 elementi,"lista = list(range(8))
print(lista)"
genera lista da 1 a 8,"lista = list(range(1, 9))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9]
print(lista)"
crea array con 9 elementi,"lista = list(range(9))
print(lista)"
genera lista da 1 a 9,"lista = list(range(1, 10))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
print(lista)"
crea array con 10 elementi,"lista = list(range(10))
print(lista)"
genera lista da 1 a 10,"lista = list(range(1, 11))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
print(lista)"
crea array con 11 elementi,"lista = list(range(11))
print(lista)"
genera lista da 1 a 11,"lista = list(range(1, 12))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
print(lista)"
crea array con 12 elementi,"lista = list(range(12))
print(lista)"
genera lista da 1 a 12,"lista = list(range(1, 13))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
print(lista)"
crea array con 13 elementi,"lista = list(range(13))
print(lista)"
genera lista da 1 a 13,"lista = list(range(1, 14))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
print(lista)"
crea array con 14 elementi,"lista = list(range(14))
print(lista)"
genera lista da 1 a 14,"lista = list(range(1, 15))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
print(lista)"
crea array con 15 elementi,"lista = list(range(15))
print(lista)"
genera lista da 1 a 15,"lista = list(range(1, 16))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
print(lista)"
crea array con 16 elementi,"lista = list(range(16))
print(lista)"
genera lista da 1 a 16,"lista = list(range(1, 17))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
print(lista)"
crea array con 17 elementi,"lista = list(range(17))
print(lista)"
genera lista da 1 a 17,"lista = list(range(1, 18))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
print(lista)"
crea array con 18 elementi,"lista = list(range(18))
print(lista)"
genera lista da 1 a 18,"lista = list(range(1, 19))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
print(lista)"
crea array con 19 elementi,"lista = list(range(19))
print(lista)"
genera lista da 1 a 19,"lista = list(range(1, 20))
print(lista)"
crea lista con 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,"lista = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]
print(lista)"
crea array con 20 elementi,"lista = list(range(20))
print(lista)"
genera lista da 1 a 20,"lista = list(range(1, 21))
print(lista)"
aggiungi elemento 0,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 1,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 2,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 3,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 4,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 5,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 6,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 7,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 8,"lista = [1,2,3]
lista.append(elemento)"
aggiungi elemento 9,"lista = [1,2,3]
lista.append(elemento)"
rimuovi elemento 0,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 1,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 2,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 3,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 4,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 5,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 6,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 7,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 8,"lista = [1,2,3]
lista.remove(elemento)"
rimuovi elemento 9,"lista = [1,2,3]
lista.remove(elemento)"
ordina lista 0,"lista = [1,2,3]
lista.sort()"
ordina lista 1,"lista = [1,2,3]
lista.sort()"
ordina lista 2,"lista = [1,2,3]
lista.sort()"
ordina lista 3,"lista = [1,2,3]
lista.sort()"
ordina lista 4,"lista = [1,2,3]
lista.sort()"
ordina lista 5,"lista = [1,2,3]
lista.sort()"
ordina lista 6,"lista = [1,2,3]
lista.sort()"
ordina lista 7,"lista = [1,2,3]
lista.sort()"
ordina lista 8,"lista = [1,2,3]
lista.sort()"
ordina lista 9,"lista = [1,2,3]
lista.sort()"
inverti lista 0,"lista = [1,2,3]
lista.reverse()"
inverti lista 1,"lista = [1,2,3]
lista.reverse()"
inverti lista 2,"lista = [1,2,3]
lista.reverse()"
inverti lista 3,"lista = [1,2,3]
lista.reverse()"
inverti lista 4,"lista = [1,2,3]
lista.reverse()"
inverti lista 5,"lista = [1,2,3]
lista.reverse()"
inverti lista 6,"lista = [1,2,3]
lista.reverse()"
inverti lista 7,"lista = [1,2,3]
lista.reverse()"
inverti lista 8,"lista = [1,2,3]
lista.reverse()"
inverti lista 9,"lista = [1,2,3]
lista.reverse()"
conta elementi 0,"lista = [1,2,3]
len(lista)"
conta elementi 1,"lista = [1,2,3]
len(lista)"
conta elementi 2,"lista = [1,2,3]
len(lista)"
conta elementi 3,"lista = [1,2,3]
len(lista)"
conta elementi 4,"lista = [1,2,3]
len(lista)"
conta elementi 5,"lista = [1,2,3]
len(lista)"
conta elementi 6,"lista = [1,2,3]
len(lista)"
conta elementi 7,"lista = [1,2,3]
len(lista)"
conta elementi 8,"lista = [1,2,3]
len(lista)"
conta elementi 9,"lista = [1,2,3]
len(lista)"
svuota lista 0,"lista = [1,2,3]
lista.clear()"
svuota lista 1,"lista = [1,2,3]
lista.clear()"
svuota lista 2,"lista = [1,2,3]
lista.clear()"
svuota lista 3,"lista = [1,2,3]
lista.clear()"
svuota lista 4,"lista = [1,2,3]
lista.clear()"
svuota lista 5,"lista = [1,2,3]
lista.clear()"
svuota lista 6,"lista = [1,2,3]
lista.clear()"
svuota lista 7,"lista = [1,2,3]
lista.clear()"
svuota lista 8,"lista = [1,2,3]
lista.clear()"
svuota lista 9,"lista = [1,2,3]
lista.clear()"
accendi led pin 3,arduino.led_on(3)
spegni led pin 3,arduino.led_off(3)
attiva led 3,arduino.led_on(3)
disattiva led 3,arduino.led_off(3)
lampeggia led 3 per 1 volte,"arduino.led_blink(3, times=1)"
lampeggia led 3 per 2 volte,"arduino.led_blink(3, times=2)"
lampeggia led 3 per 3 volte,"arduino.led_blink(3, times=3)"
lampeggia led 3 per 4 volte,"arduino.led_blink(3, times=4)"
lampeggia led 3 per 5 volte,"arduino.led_blink(3, times=5)"
lampeggia led 3 per 6 volte,"arduino.led_blink(3, times=6)"
lampeggia led 3 per 7 volte,"arduino.led_blink(3, times=7)"
lampeggia led 3 per 8 volte,"arduino.led_blink(3, times=8)"
lampeggia led 3 per 9 volte,"arduino.led_blink(3, times=9)"
lampeggia led 3 per 10 volte,"arduino.led_blink(3, times=10)"
accendi led pin 5,arduino.led_on(5)
spegni led pin 5,arduino.led_off(5)
attiva led 5,arduino.led_on(5)
disattiva led 5,arduino.led_off(5)
lampeggia led 5 per 1 volte,"arduino.led_blink(5, times=1)"
lampeggia led 5 per 2 volte,"arduino.led_blink(5, times=2)"
lampeggia led 5 per 3 volte,"arduino.led_blink(5, times=3)"
lampeggia led 5 per 4 volte,"arduino.led_blink(5, times=4)"
lampeggia led 5 per 5 volte,"arduino.led_blink(5, times=5)"
lampeggia led 5 per 6 volte,"arduino.led_blink(5, times=6)"
lampeggia led 5 per 7 volte,"arduino.led_blink(5, times=7)"
lampeggia led 5 per 8 volte,"arduino.led_blink(5, times=8)"
lampeggia led 5 per 9 volte,"arduino.led_blink(5, times=9)"
lampeggia led 5 per 10 volte,"arduino.led_blink(5, times=10)"
accendi led pin 6,arduino.led_on(6)
spegni led pin 6,arduino.led_off(6)
attiva led 6,arduino.led_on(6)
disattiva led 6,arduino.led_off(6)
lampeggia led 6 per 1 volte,"arduino.led_blink(6, times=1)"
lampeggia led 6 per 2 volte,"arduino.led_blink(6, times=2)"
lampeggia led 6 per 3 volte,"arduino.led_blink(6, times=3)"
lampeggia led 6 per 4 volte,"arduino.led_blink(6, times=4)"
lampeggia led 6 per 5 volte,"arduino.led_blink(6, times=5)"
lampeggia led 6 per 6 volte,"arduino.led_blink(6, times=6)"
lampeggia led 6 per 7 volte,"arduino.led_blink(6, times=7)"
lampeggia led 6 per 8 volte,"arduino.led_blink(6, times=8)"
lampeggia led 6 per 9 volte,"arduino.led_blink(6, times=9)"
lampeggia led 6 per 10 volte,"arduino.led_blink(6, times=10)"
accendi led pin 9,arduino.led_on(9)
spegni led pin 9,arduino.led_off(9)
attiva led 9,arduino.led_on(9)
disattiva led 9,arduino.led_off(9)
lampeggia led 9 per 1 volte,"arduino.led_blink(9, times=1)"
lampeggia led 9 per 2 volte,"arduino.led_blink(9, times=2)"
lampeggia led 9 per 3 volte,"arduino.led_blink(9, times=3)"
lampeggia led 9 per 4 volte,"arduino.led_blink(9, times=4)"
lampeggia led 9 per 5 volte,"arduino.led_blink(9, times=5)"
lampeggia led 9 per 6 volte,"arduino.led_blink(9, times=6)"
lampeggia led 9 per 7 volte,"arduino.led_blink(9, times=7)"
lampeggia led 9 per 8 volte,"arduino.led_blink(9, times=8)"
lampeggia led 9 per 9 volte,"arduino.led_blink(9, times=9)"
lampeggia led 9 per 10 volte,"arduino.led_blink(9, times=10)"
accendi led pin 10,arduino.led_on(10)
spegni led pin 10,arduino.led_off(10)
attiva led 10,arduino.led_on(10)
disattiva led 10,arduino.led_off(10)
lampeggia led 10 per 1 volte,"arduino.led_blink(10, times=1)"
lampeggia led 10 per 2 volte,"arduino.led_blink(10, times=2)"
lampeggia led 10 per 3 volte,"arduino.led_blink(10, times=3)"
lampeggia led 10 per 4 volte,"arduino.led_blink(10, times=4)"
lampeggia led 10 per 5 volte,"arduino.led_blink(10, times=5)"
lampeggia led 10 per 6 volte,"arduino.led_blink(10, times=6)"
lampeggia led 10 per 7 volte,"arduino.led_blink(10, times=7)"
lampeggia led 10 per 8 volte,"arduino.led_blink(10, times=8)"
lampeggia led 10 per 9 volte,"arduino.led_blink(10, times=9)"
lampeggia led 10 per 10 volte,"arduino.led_blink(10, times=10)"
accendi led pin 11,arduino.led_on(11)
spegni led pin 11,arduino.led_off(11)
attiva led 11,arduino.led_on(11)
disattiva led 11,arduino.led_off(11)
lampeggia led 11 per 1 volte,"arduino.led_blink(11, times=1)"
lampeggia led 11 per 2 volte,"arduino.led_blink(11, times=2)"
lampeggia led 11 per 3 volte,"arduino.led_blink(11, times=3)"
lampeggia led 11 per 4 volte,"arduino.led_blink(11, times=4)"
lampeggia led 11 per 5 volte,"arduino.led_blink(11, times=5)"
lampeggia led 11 per 6 volte,"arduino.led_blink(11, times=6)"
lampeggia led 11 per 7 volte,"arduino.led_blink(11, times=7)"
lampeggia led 11 per 8 volte,"arduino.led_blink(11, times=8)"
lampeggia led 11 per 9 volte,"arduino.led_blink(11, times=9)"
lampeggia led 11 per 10 volte,"arduino.led_blink(11, times=10)"
accendi led pin 12,arduino.led_on(12)
spegni led pin 12,arduino.led_off(12)
attiva led 12,arduino.led_on(12)
disattiva led 12,arduino.led_off(12)
lampeggia led 12 per 1 volte,"arduino.led_blink(12, times=1)"
lampeggia led 12 per 2 volte,"arduino.led_blink(12, times=2)"
lampeggia led 12 per 3 volte,"arduino.led_blink(12, times=3)"
lampeggia led 12 per 4 volte,"arduino.led_blink(12, times=4)"
lampeggia led 12 per 5 volte,"arduino.led_blink(12, times=5)"
lampeggia led 12 per 6 volte,"arduino.led_blink(12, times=6)"
lampeggia led 12 per 7 volte,"arduino.led_blink(12, times=7)"
lampeggia led 12 per 8 volte,"arduino.led_blink(12, times=8)"
lampeggia led 12 per 9 volte,"arduino.led_blink(12, times=9)"
lampeggia led 12 per 10 volte,"arduino.led_blink(12, times=10)"
accendi led pin 13,arduino.led_on(13)
spegni led pin 13,arduino.led_off(13)
attiva led 13,arduino.led_on(13)
disattiva led 13,arduino.led_off(13)
lampeggia led 13 per 1 volte,"arduino.led_blink(13, times=1)"
lampeggia led 13 per 2 volte,"arduino.led_blink(13, times=2)"
lampeggia led 13 per 3 volte,"arduino.led_blink(13, times=3)"
lampeggia led 13 per 4 volte,"arduino.led_blink(13, times=4)"
lampeggia led 13 per 5 volte,"arduino.led_blink(13, times=5)"
lampeggia led 13 per 6 volte,"arduino.led_blink(13, times=6)"
lampeggia led 13 per 7 volte,"arduino.led_blink(13, times=7)"
lampeggia led 13 per 8 volte,"arduino.led_blink(13, times=8)"
lampeggia led 13 per 9 volte,"arduino.led_blink(13, times=9)"
lampeggia led 13 per 10 volte,"arduino.led_blink(13, times=10)"
muovi servo pin 9 a 0 gradi,"arduino.servo_write(9, 0)"
posiziona servo 9 a 0°,"arduino.servo_write(9, 0)"
servo 9 angolo 0,"arduino.servo_write(9, 0)"
muovi servo pin 9 a 15 gradi,"arduino.servo_write(9, 15)"
posiziona servo 9 a 15°,"arduino.servo_write(9, 15)"
servo 9 angolo 15,"arduino.servo_write(9, 15)"
muovi servo pin 9 a 30 gradi,"arduino.servo_write(9, 30)"
posiziona servo 9 a 30°,"arduino.servo_write(9, 30)"
servo 9 angolo 30,"arduino.servo_write(9, 30)"
muovi servo pin 9 a 45 gradi,"arduino.servo_write(9, 45)"
posiziona servo 9 a 45°,"arduino.servo_write(9, 45)"
servo 9 angolo 45,"arduino.servo_write(9, 45)"
muovi servo pin 9 a 60 gradi,"arduino.servo_write(9, 60)"
posiziona servo 9 a 60°,"arduino.servo_write(9, 60)"
servo 9 angolo 60,"arduino.servo_write(9, 60)"
muovi servo pin 9 a 75 gradi,"arduino.servo_write(9, 75)"
posiziona servo 9 a 75°,"arduino.servo_write(9, 75)"
servo 9 angolo 75,"arduino.servo_write(9, 75)"
muovi servo pin 9 a 90 gradi,"arduino.servo_write(9, 90)"
posiziona servo 9 a 90°,"arduino.servo_write(9, 90)"
servo 9 angolo 90,"arduino.servo_write(9, 90)"
muovi servo pin 9 a 105 gradi,"arduino.servo_write(9, 105)"
posiziona servo 9 a 105°,"arduino.servo_write(9, 105)"
servo 9 angolo 105,"arduino.servo_write(9, 105)"
muovi servo pin 9 a 120 gradi,"arduino.servo_write(9, 120)"
posiziona servo 9 a 120°,"arduino.servo_write(9, 120)"
servo 9 angolo 120,"arduino.servo_write(9, 120)"
muovi servo pin 9 a 135 gradi,"arduino.servo_write(9, 135)"
posiziona servo 9 a 135°,"arduino.servo_write(9, 135)"
servo 9 angolo 135,"arduino.servo_write(9, 135)"
muovi servo pin 9 a 150 gradi,"arduino.servo_write(9, 150)"
posiziona servo 9 a 150°,"arduino.servo_write(9, 150)"
servo 9 angolo 150,"arduino.servo_write(9, 150)"
muovi servo pin 9 a 165 gradi,"arduino.servo_write(9, 165)"
posiziona servo 9 a 165°,"arduino.servo_write(9, 165)"
servo 9 angolo 165,"arduino.servo_write(9, 165)"
muovi servo pin 9 a 180 gradi,"arduino.servo_write(9, 180)"
posiziona servo 9 a 180°,"arduino.servo_write(9, 180)"
servo 9 angolo 180,"arduino.servo_write(9, 180)"
muovi servo pin 10 a 0 gradi,"arduino.servo_write(10, 0)"
posiziona servo 10 a 0°,"arduino.servo_write(10, 0)"
servo 10 angolo 0,"arduino.servo_write(10, 0)"
muovi servo pin 10 a 15 gradi,"arduino.servo_write(10, 15)"
posiziona servo 10 a 15°,"arduino.servo_write(10, 15)"
servo 10 angolo 15,"arduino.servo_write(10, 15)"
muovi servo pin 10 a 30 gradi,"arduino.servo_write(10, 30)"
posiziona servo 10 a 30°,"arduino.servo_write(10, 30)"
servo 10 angolo 30,"arduino.servo_write(10, 30)"
muovi servo pin 10 a 45 gradi,"arduino.servo_write(10, 45)"
posiziona servo 10 a 45°,"arduino.servo_write(10, 45)"
servo 10 angolo 45,"arduino.servo_write(10, 45)"
muovi servo pin 10 a 60 gradi,"arduino.servo_write(10, 60)"
posiziona servo 10 a 60°,"arduino.servo_write(10, 60)"
servo 10 angolo 60,"arduino.servo_write(10, 60)"
muovi servo pin 10 a 75 gradi,"arduino.servo_write(10, 75)"
posiziona servo 10 a 75°,"arduino.servo_write(10, 75)"
servo 10 angolo 75,"arduino.servo_write(10, 75)"
muovi servo pin 10 a 90 gradi,"arduino.servo_write(10, 90)"
posiziona servo 10 a 90°,"arduino.servo_write(10, 90)"
servo 10 angolo 90,"arduino.servo_write(10, 90)"
muovi servo pin 10 a 105 gradi,"arduino.servo_write(10, 105)"
posiziona servo 10 a 105°,"arduino.servo_write(10, 105)"
servo 10 angolo 105,"arduino.servo_write(10, 105)"
muovi servo pin 10 a 120 gradi,"arduino.servo_write(10, 120)"
posiziona servo 10 a 120°,"arduino.servo_write(10, 120)"
servo 10 angolo 120,"arduino.servo_write(10, 120)"
muovi servo pin 10 a 135 gradi,"arduino.servo_write(10, 135)"
posiziona servo 10 a 135°,"arduino.servo_write(10, 135)"
servo 10 angolo 135,"arduino.servo_write(10, 135)"
muovi servo pin 10 a 150 gradi,"arduino.servo_write(10, 150)"
posiziona servo 10 a 150°,"arduino.servo_write(10, 150)"
servo 10 angolo 150,"arduino.servo_write(10, 150)"
muovi servo pin 10 a 165 gradi,"arduino.servo_write(10, 165)"
posiziona servo 10 a 165°,"arduino.servo_write(10, 165)"
servo 10 angolo 165,"arduino.servo_write(10, 165)"
muovi servo pin 10 a 180 gradi,"arduino.servo_write(10, 180)"
posiziona servo 10 a 180°,"arduino.servo_write(10, 180)"
servo 10 angolo 180,"arduino.servo_write(10, 180)"
leggi sensore pin A0,arduino.analog_read(0)
valore sensore A0,arduino.analog_read(0)
misura su pin A0,arduino.analog_read(0)
leggi sensore pin A1,arduino.analog_read(1)
valore sensore A1,arduino.analog_read(1)
misura su pin A1,arduino.analog_read(1)
leggi sensore pin A2,arduino.analog_read(2)
valore sensore A2,arduino.analog_read(2)
misura su pin A2,arduino.analog_read(2)
leggi sensore pin A3,arduino.analog_read(3)
valore sensore A3,arduino.analog_read(3)
misura su pin A3,arduino.analog_read(3)
leggi sensore pin A4,arduino.analog_read(4)
valore sensore A4,arduino.analog_read(4)
misura su pin A4,arduino.analog_read(4)
leggi sensore pin A5,arduino.analog_read(5)
valore sensore A5,arduino.analog_read(5)
misura su pin A5,arduino.analog_read(5)
apri mano,mano.apri()
apri mano destra,mano_destra.apri()
apri mano sinistra,mano_sinistra.apri()
robot apri mano,robot.mano.apri()
chiudi mano,mano.chiudi()
chiudi mano destra,mano_destra.chiudi()
chiudi mano sinistra,mano_sinistra.chiudi()
robot chiudi mano,robot.mano.chiudi()
chiudi pugno,mano.chiudi_pugno()
chiudi pugno destra,mano_destra.chiudi_pugno()
chiudi pugno sinistra,mano_sinistra.chiudi_pugno()
robot chiudi pugno,robot.mano.chiudi_pugno()
fai pinza,mano.posizione_pinza()
fai pinza destra,mano_destra.posizione_pinza()
fai pinza sinistra,mano_sinistra.posizione_pinza()
robot fai pinza,robot.mano.posizione_pinza()
afferra oggetto,mano.afferra()
afferra oggetto destra,mano_destra.afferra()
